"average_covered_charges","average_medicare_payments","average_medicare_payments_2","drg_definition","hospital_referral_region_description","provider_city","provider_id","provider_name","provider_state","provider_street_address","provider_zip_code","total_discharges"
"19872.77","6355.88","4957.81","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Jackson","JACKSON","440002","JACKSON-MADISON COUNTY GENERAL HOSPITAL","TN","620 SKYLINE DRIVE","38301","44"
"41376.61","8073.07","6862.84","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Odessa","ODESSA","450661","ODESSA REGIONAL HOSPITAL","TX","520 E 6TH STREET","79761","13"
"41660.09","6186.81","5266.45","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","NASHVILLE","440006","SKYLINE MEDICAL CENTER","TN","3441 DICKERSON PIKE","37207","11"
"23726.38","5176.76","4318.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Knoxville","MARYVILLE","440011","BLOUNT MEMORIAL HOSPITAL","TN","907 E LAMAR ALEXANDER PARKWAY","37804","13"
"16276.78","5571.78","4603.78","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Kingsport","BRISTOL","440012","WELLMONT BRISTOL REGIONAL MEDICAL CENTER","TN","ONE MEDICAL PARK BLVD","37620","14"
"19589.43","6720.24","5632","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Knoxville","KNOXVILLE","440015","UNIVERSITY OF TN MEMORIAL HOSPITAL","TN","1924 ALCOA HIGHWAY","37920","41"
"20252.03","5809.64","4595.82","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Kingsport","KINGSPORT","440017","WELLMONT HOLSTON VALLEY MEDICAL CENTER","TN","130 WEST RAVINE ROAD","37662","28"
"20155.47","5723.65","4303.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","FRANKLIN","440029","WILLIAMSON MEDICAL CENTER","TN","4321 CAROTHERS PARKWAY","37067","23"
"10904.81","5612.12","4629.62","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Knoxville","MORRISTOWN","440030","MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION","TN","908 W 4TH NORTH ST","37814","16"
"12203.65","5220.6","4170.75","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Knoxville","OAK RIDGE","440034","METHODIST MEDICAL CENTER OF OAK RIDGE","TN","990 OAK RIDGE TURNPIKE BOX 529","37830","40"
"27194.25","6021.85","4833.3","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","CLARKSVILLE","440035","GATEWAY MEDICAL CENTER","TN","651 DUNLOP LANE","37040","20"
"34467.02","9329.14","6471.17","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","NASHVILLE","440039","VANDERBILT UNIVERSITY HOSPITAL","TN","1161 21ST AVENUE SOUTH","37232","34"
"23096.63","6195.93","4766.22","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Memphis","MEMPHIS","440048","BAPTIST MEMORIAL HOSPITAL","TN","6019 WALNUT GROVE ROAD","38120","44"
"36575.10","8244.53","5924.16","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Memphis","MEMPHIS","440049","METHODIST HEALTHCARE MEMPHIS HOSPITALS","TN","1265 UNION AVE SUITE 700","38104","65"
"25551.63","6651.5","4480.18","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","MURFREESBORO","440053","MIDDLE TENNESSEE MEDICAL CENTER INC","TN","1700 MEDICAL CENTER PARKWAY","37129","22"
"12781.98","6161.5","4932.13","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","COOKEVILLE","440059","COOKEVILLE REGIONAL MEDICAL CENTER","TN","1 MEDICAL CENTER BOULEVARD","38501","74"
"24760.56","6370.31","4730.68","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Johnson City","JOHNSON CITY","440063","JOHNSON CITY MEDICAL CENTER","TN","400 N STATE OF FRANKLIN RD","37604","72"
"23494.30","6059.92","5149.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","COLUMBIA","440073","MAURY REGIONAL HOSPITAL","TN","1224 TROTWOOD AVE","38401","26"
"15979.77","5684.75","4371.95","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","NASHVILLE","440082","ST THOMAS HOSPITAL","TN","4220 HARDING RD, PO BOX 380","37205","48"
"21246.46","5565.96","3882.98","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Chattanooga","CHATTANOOGA","440091","MEMORIAL HEALTHCARE SYSTEM, INC","TN","2525 DESALES AVE","37404","92"
"20183.15","6963.61","5893.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Chattanooga","CHATTANOOGA","440104","ERLANGER MEDICAL CENTER","TN","975 E 3RD ST","37403","39"
"22338.4","5232","4334.93","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Knoxville","KNOXVILLE","440120","TENNOVA HEALTHCARE","TN","900 EAST OAK HILL AVENUE","37917","15"
"12799.07","5219.29","4006.11","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Knoxville","KNOXVILLE","440125","FORT SANDERS REGIONAL MEDICAL CENTER","TN","1901 W CLINCH AVE","37916","27"
"16534.08","6348.29","5033.41","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","NASHVILLE","440133","BAPTIST HOSPITAL","TN","2000 CHURCH ST","37236","24"
"27863.66","5767","4767.88","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","SHELBYVILLE","440137","HERITAGE MEDICAL CENTER","TN","2835 HWY 231 N","37160","18"
"47979.08","6036.25","4519.91","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","TULLAHOMA","440144","HARTON REGIONAL MEDICAL CENTER","TN","1801 N JACKSON ST BOX 460","37388","12"
"36221.78","6321.89","4916.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","HERMITAGE","440150","SUMMIT MEDICAL CENTER","TN","5655 FRIST BLVD","37076","19"
"25569.61","6785.07","5747.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Chattanooga","CHATTANOOGA","440156","PARKRIDGE MEDICAL CENTER","TN","2333 MCCALLIE AVE","37404","13"
"35070.95","6464.13","5533.17","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","NASHVILLE","440161","CENTENNIAL MEDICAL CENTER","TN","2300 PATTERSON STREET","37203","23"
"12664.80","5221.61","4163.04","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Knoxville","KNOXVILLE","440173","PARKWEST MEDICAL CENTER","TN","9352 PARK WEST BLVD","37923","21"
"46509.54","5726.36","4597.27","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Chattanooga","CLEVELAND","440185","SKYRIDGE MEDICAL CENTER","TN","2305 CHAMBLISS AVE NW","37311","11"
"55503.21","6002","4927.56","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Jackson","JACKSON","440189","REGIONAL HOSPITAL OF JACKSON","TN","367 HOSPITAL BLVD","38305","23"
"56329.57","6093.64","4920.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","LEBANON","440193","UNIVERSITY MEDICAL CENTER","TN","1411 BADDOUR PARKWAY","37087","14"
"12991.76","5992","5044","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - San Antonio","KERRVILLE","450007","PETERSON REGIONAL MEDICAL CENTER","TX","551 HILL COUNTRY DRIVE","78028","13"
"32020.86","6967.42","5286.17","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Wichita Falls","WICHITA FALLS","450010","UNITED REGIONAL HEALTH CARE SYSTEM","TX","1600 11TH STREET","76301","76"
"27721.61","6322.89","5243.49","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Bryan","BRYAN","450011","ST JOSEPH REGIONAL HEALTH CENTER","TX","2801 FRANCISCAN DR","77802","67"
"29503.5","6383.25","4024.9","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Victoria","VICTORIA","450023","CITIZENS MEDICAL CENTER","TX","2701 HOSPITAL DRIVE","77901","20"
"81126.90","7475.90","6661.36","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - San Antonio","LAREDO","450029","LAREDO MEDICAL CENTER","TX","1700 EAST SAUNDERS","78044","11"
"30502.2","7365.86","6462.4","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Harlingen","HARLINGEN","450033","VHS HARLINGEN HOSPITAL COMPANY LLC","TX","2101 PEASE ST","78550","15"
"28846.34","5735.01","4457.08","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Beaumont","BEAUMONT","450034","CHRISTUS HOSPITAL","TX","2830 CALDER AVENUE","77702","70"
"17172.6","5962.77","5030.31","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Longview","LONGVIEW","450037","GOOD SHEPHERD MEDICAL CENTER","TX","700 EAST MARSHALL AVENUE","75601","70"
"67464.60","5980.64","4840.78","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Lubbock","LUBBOCK","450040","COVENANT MEDICAL CENTER","TX","3615 19TH STREET","79410","28"
"17350.93","5614.84","4485.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Waco","WACO","450042","PROVIDENCE HEALTH CENTER","TX","6901 MEDICAL PARKWAY","76712","32"
"50022.85","6353.6","5259.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Corpus Christi","CORPUS CHRISTI","450046","CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","TX","600 ELIZABETH STREET","78404","40"
"20865","7638.41","6701.75","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","DALLAS","450051","METHODIST DALLAS MEDICAL CENTER","TX","1441 NORTH BECKLEY AVENUE","75203","24"
"19983.09","7413.48","5863.20","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Temple","TEMPLE","450054","SCOTT & WHITE MEMORIAL HOSPITAL","TX","2401 31ST ST","76508","43"
"49458.78","6370.95","5145.65","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Austin","AUSTIN","450056","SETON MEDICAL CENTER AUSTIN","TX","1201 W 38TH ST","78705","23"
"39253.45","6421.90","5233.71","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - San Antonio","SAN ANTONIO","450058","BAPTIST MEDICAL CENTER","TX","111 DALLAS STREET","78205","66"
"16668.25","5957","5307.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Fort Worth","ARLINGTON","450064","TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","TX","800 W RANDOL MILL RD","76012","12"
"55184","10011.31","9097.62","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","HOUSTON","450068","MEMORIAL HERMANN TEXAS MEDICAL CENTER","TX","6411 FANNIN","77030","16"
"21921.25","6915.93","4788.59","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","IRVING","450079","BAYLOR MEDICAL CENTER AT IRVING","TX","1901 N MACARTHUR BLVD","75061","32"
"27373.31","5755.43","4565.88","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Tyler","TYLER","450083","EAST TEXAS MEDICAL CENTER","TX","1000 SOUTH BECKHAM STREET","75701","125"
"33950.69","5543","4677.15","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Fort Worth","NORTH RICHLAND","450087","NORTH HILLS HOSPITAL","TX","4401 BOOTH CALLOWAY ROAD","76180","13"
"29223.57","5588.78","4227.88","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Tyler","TYLER","450102","MOTHER FRANCES HOSPITAL","TX","800 EAST DAWSON","75701","70"
"25127.69","7471.32","6517.69","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Odessa","ODESSA","450132","MEDICAL CENTER HOSPITAL","TX","500 W 4TH STREET","79761","46"
"16710.96","6228.75","4857.51","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Odessa","MIDLAND","450133","MIDLAND MEMORIAL HOSPITAL","TX","2200 WEST ILLINOIS AVE","79701","29"
"23441.96","6442.84","5215.29","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Fort Worth","FORT WORTH","450135","TEXAS HEALTH HARRIS METHODIST FORT WORTH","TX","1301 PENNSYLVANIA AVENUE","76104","91"
"20026.30","7099.84","5248.15","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Fort Worth","FORT WORTH","450137","BAYLOR ALL SAINTS MEDICAL CENTER AT FW","TX","1400 EIGHTH AVE","76104","13"
"30027.95","7828.12","5646.92","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","HOUSTON","450184","MEMORIAL HERMANN HOSPITAL SYSTEM","TX","1635  NORTH LOOP WEST","77008","80"
"33762.69","6781.59","5565.08","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","HOUSTON","450193","ST LUKES EPISCOPAL HOSPITAL","TX","6720 BERTNER","77030","59"
"20954.37","6164","5258.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","PARIS","450196","PARIS REGIONAL MEDICAL CENTER","TX","820 CLARKSVILLE ST","75460","16"
"27692.17","6225.47","5395.73","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","AR - Texarkana","TEXARKANA","450200","WADLEY REGIONAL MEDICAL CENTER","TX","1000 PINE STREET","75501","23"
"36196.63","6874.27","5998.27","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Amarillo","AMARILLO","450209","NORTHWEST TEXAS HOSPITAL","TX","1501 COULTER ROAD","79106","36"
"41609.76","5486.76","4792.61","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","LUFKIN","450211","MEMORIAL HEALTH SYSTEM OF EAST TEXAS- LUFKIN","TX","1201 WEST FRANK STREET","75901","13"
"42697.51","6582.89","5101.28","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","CONROE","450222","CONROE REGIONAL MEDICAL CENTER","TX","504 MEDICAL CENTER BLVD","77304","39"
"22869.07","6921.92","4198.69","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Abilene","ABILENE","450229","HENDRICK MEDICAL CENTER","TX","1900 PINE","79601","56"
"18249.95","5725.80","4287.27","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Amarillo","AMARILLO","450231","BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS","TX","1600 WALLACE BLVD","79106","83"
"14489.57","5937","5085.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","SULPHUR SPRINGS","450236","HOPKINS COUNTY MEMORIAL HOSPITAL","TX","115 AIRPORT RD","75482","19"
"23601.22","7943.35","6729.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - San Antonio","SAN ANTONIO","450237","CHRISTUS SANTA ROSA HOSPITAL","TX","333 N SANTA ROSA STREET","78207","67"
"33407.72","5756.81","4836.45","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","DECATUR","450271","WISE REGIONAL HEALTH SYSTEM","TX","609 MEDICAL CENTER DRIVE","76234","11"
"22643.8","6444.2","5542.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","GARLAND","450280","BAYLOR MEDICAL CENTER AT GARLAND","TX","2300 MARIE CURIE DRIVE","75042","15"
"29074.80","6527.41","5230.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","DENISON","450324","TEXOMA MEDICAL CENTER","TX","5016 S US HIGHWAY 75","75020","63"
"26826.65","6120.06","5136.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Beaumont","BEAUMONT","450346","MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL","TX","3080 COLLEGE STREET","77701","44"
"61366.38","7172.54","5897.83","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","HOUSTON","450358","METHODIST HOSPITAL,THE","TX","6565 FANNIN","77030","31"
"26752.92","6488.04","5322.62","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - San Antonio","SAN ANTONIO","450388","METHODIST HOSPITAL","TX","7700 FLOYD CURL DR","78229","81"
"22755.75","7680.29","5485.20","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Austin","AUSTIN","450431","ST DAVIDS MEDICAL CENTER","TX","919 E 32ND ST","78705","24"
"25269.63","6185.36","5531.68","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","CORSICANA","450447","NAVARRO REGIONAL HOSPITAL","TX","3201 WEST HIGHWAY 22","75110","19"
"24938.22","6972.95","5313.87","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","DALLAS","450462","TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS","TX","8200 WALNUT HILL LANE","75231","63"
"35735.8","6220.66","4336.06","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","SHERMAN","450469","TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ","TX","500 N HIGHLAND AVENUE","75091","15"
"65642","5610","4901.27","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","LUFKIN","450484","WOODLAND HEIGHTS MEDICAL CENTER","TX","505 SOUTH JOHN REDDITT DRIVE","75904","11"
"35184.16","5890.30","4695.54","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Abilene","ABILENE","450558","ABILENE REGIONAL MEDICAL CENTER","TX","6250 HWY 83/84","79606","42"
"22092.28","5948","4096.92","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","GRAPEVINE","450563","BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE","TX","1650 W COLLEGE ST","76051","14"
"15187.82","7045.58","6120.88","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Fort Worth","MINERAL WELLS","450565","PALO PINTO GENERAL HOSPITAL","TX","400 SOUTHWEST 25 AVE","76067","17"
"19231.12","5742.81","4864.43","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - San Angelo","SAN ANGELO","450571","SHANNON MEDICAL CENTER","TX","120 EAST HARRIS AVENUE","76903","64"
"11835.57","5986","5024.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - San Antonio","FREDERICKSBURG","450604","HILL COUNTRY MEMORIAL HOSPITAL INC","TX","1020 SOUTH STATE HIGHWAY 16","78624","14"
"27120.73","6831.64","4782.64","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","HOUSTON","450610","MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER","TX","921 GESSNER","77024","45"
"42658.68","6019.44","4910.4","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","WEBSTER","450617","CLEAR LAKE REGIONAL MEDICAL CENTER","TX","500 MEDICAL CENTER BLVD","77598","25"
"40769.87","6421.42","4297.75","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","DENTON","450634","DENTON REGIONAL MEDICAL CENTER","TX","3535 SOUTH I35 EAST","76210","49"
"27838.95","6610.95","5693.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","HOUSTON","450638","HOUSTON NORTHWEST MEDICAL CENTER","TX","710 FM 1960 WEST","77090","22"
"39673.56","6606.47","5442.13","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","DALLAS","450647","MEDICAL CITY DALLAS HOSPITAL","TX","7777 FOREST LANE","75230","23"
"44351.78","6153.71","5167.78","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - El Paso","EL PASO","450668","SIERRA MEDICAL CENTER","TX","1625 MEDICAL CENTER DR","79902","14"
"37590.68","6937.76","5239.52","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Fort Worth","FORT WORTH","450672","PLAZA MEDICAL CENTER OF FORT WORTH","TX","900 EIGHTH AVENUE","76104","25"
"27147.91","8972.08","4827.13","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","HUMBLE","450684","MEMORIAL HERMANN NORTHEAST","TX","18951 MEMORIAL NORTH","77338","23"
"31483.21","8026.92","7380.07","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Lubbock","LUBBOCK","450686","UNIVERSITY MEDICAL CENTER","TX","602 INDIANA AVENUE","79415","14"
"43276.84","6009.07","3844.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Longview","LONGVIEW","450702","LONGVIEW REGIONAL MEDICAL CENTER","TX","2901 N FOURTH ST","75605","13"
"23768.5","5947.16","5103.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Austin","AUSTIN","450713","ST DAVID'S SOUTH AUSTIN MEDICAL CENTER","TX","901 WEST BEN WHITE BLVD","78704","12"
"34236.63","6129.18","5311.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","ROWLETT","450742","LAKE POINTE MEDICAL CENTER","TX","6800 SCENIC DR","75088","11"
"42545.16","7289.16","4555.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","KINGWOOD","450775","KINGWOOD MEDICAL CENTER","TX","22999 US HWY 59","77325","12"
"33780.43","6545.45","5390.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Corpus Christi","CORPUS CHRISTI","450788","CORPUS CHRISTI MEDICAL CENTER,THE","TX","7101 S PADRE ISLAND DR","78412","60"
"18811.2","5514.22","4368.91","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","AR - Texarkana","TEXARKANA","450801","CHRISTUS ST MICHAEL HEALTH SYSTEM","TX","2600 ST MICHAEL DR","75504","35"
"36971.82","6145","4993.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","SUGAR LAND","450820","METHODIST SUGAR LAND HOSPITAL","TX","16655 SOUTHWEST FREEWAY","77479","17"
"26987.78","6314.57","5270.28","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","KATY","450832","CHRISTUS ST CATHERINE HOSPITAL","TX","701 SOUTH FRY ROAD","77450","14"
"16224.38","6028.77","4764.60","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Dallas","DALLAS","450851","BAYLOR HEART AND VASCULAR HOSPITAL","TX","621 NORTH HALL STREET","75226","99"
"35208.16","7089.66","5976.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Harlingen","HARLINGEN","450855","HARLINGEN MEDICAL CENTER","TX","5501 SOUTH EXPRESSWAY 77","78550","12"
"25440.63","7512.68","4500.26","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Houston","THE WOODLANDS","450862","ST LUKE'S THE WOODLANDS HOSPITAL","TX","17200 ST LUKE'S WAY","77384","19"
"26082.26","8402.08","7546.34","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - McAllen","EDINBURG","450869","DOCTORS HOSPITAL AT RENAISSANCE","TX","5501 SOUTH MCCOLL","78539","46"
"27882.10","5372.55","4267.38","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Lubbock","LUBBOCK","450876","LUBBOCK HEART HOSPITAL LP","TX","4810 NORTH LOOP 289","79416","78"
"14939.52","7567","3912.41","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","UT - Provo","PROVO","460001","UTAH VALLEY REGIONAL MEDICAL CENTER","UT","1034 NORTH 500 WEST","84604","17"
"20313.76","6565.23","4805.38","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","UT - Ogden","OGDEN","460004","MCKAY DEE HOSPITAL CENTER","UT","4401 HARRISON BOULEVARD","84403","13"
"25490.15","6407.30","4793","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","UT - Ogden","OGDEN","460005","OGDEN REGIONAL MEDICAL CENTER","UT","5475 SOUTH 500 EAST","84405","13"
"21084.42","7157.25","5054.67","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","UT - Salt Lake City","MURRAY","460010","INTERMOUNTAIN MEDICAL CENTER","UT","5121 SOUTH COTTONWOOD STREET","84157","28"
"18190.94","7242.52","4808.36","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","UT - Salt Lake City","ST GEORGE","460021","DIXIE REGIONAL MEDICAL CENTER","UT","1380 EAST MEDICAL CENTER DRIVE","84790","19"
"23567.36","6310.26","4755.94","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","UT - Salt Lake City","SALT LAKE CITY","460047","ST MARKS HOSPITAL","UT","1200 EAST 3900 SOUTH","84124","19"
"17934.35","9290.80","7936.03","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","VT - Burlington","BURLINGTON","470003","FLETCHER ALLEN HOSPITAL OF VERMONT","VT","111 COLCHESTER AVE","5401","57"
"14720.4","6580.86","5679.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","VA - Charlottesville","HARRISONBURG","490004","ROCKINGHAM MEMORIAL HOSPITAL","VA","2010 HEALTH CAMPUS DRIVE","22801","15"
"12007.86","6366.58","5227.43","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","VA - Winchester","WINCHESTER","490005","WINCHESTER MEDICAL CENTER INC","VA","220 CAMPUS BLVD SUITE 210","22601","58"
"26349.78","7826.25","5509.14","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","VA - Norfolk","NORFOLK","490007","SENTARA NORFOLK GENERAL HOSPITAL","VA","600 GRESHAM DR","23507","28"
"32196.10","9433.56","7884.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","VA - Charlottesville","CHARLOTTESVILLE","490009","UNIVERSITY OF VIRGINIA MEDICAL CENTER","VA","JEFFERSON PARK AVE","22908","48"
"35318.41","6116","5172.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","VA - Norfolk","NORFOLK","490011","BON SECOURS - DEPAUL MEDICAL CENTER","VA","150 KINGSLEY LANE","23505","12"
